Block,Lot,Ward,Sect,CityTax,StateTax,ResCode,AmountDue,PoliceDistrict,CouncilDistrict
1793,35,1,130,$4768.75,$237.59,PRINCIPAL RESIDENCE      ,$809.83,SOUTHEASTERN,1
1793,75,1,130,$5701.67,$284.07,PRINCIPAL RESIDENCE      ,$2723.39,SOUTHEASTERN,1
1793,79,1,130,$5091.72,$253.68,PRINCIPAL RESIDENCE      ,$2539.87,SOUTHEASTERN,1
3185,56,15,350,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHWESTERN,6
50,37,16,30,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3185,57,15,350,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHWESTERN,6
3190,46,15,350,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHWESTERN,6
3190A,006A,15,350,$1117.26,$55.66,NOT A PRINCIPAL RESIDENCE,$1287.49,NORTHWESTERN,6
1798,1,3,60,$16408.15,$817.49,NOT A PRINCIPAL RESIDENCE,$17225.66,SOUTHEASTERN,1
1799A,213,3,60,$8632.32,$430.08,PRINCIPAL RESIDENCE      ,$4997.48,,
3190A,35,15,350,$2742.56,$136.64,NOT A PRINCIPAL RESIDENCE,$3144.43,NORTHWESTERN,6
50,44,16,30,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
50,45,16,30,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
50,46,16,30,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
3193A,17,15,350,$5766.12,$287.28,NOT A PRINCIPAL RESIDENCE,$6598.85,NORTHWESTERN,6
2164,004B,20,140,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
50,52,16,30,$67.44,$3.36,PRINCIPAL RESIDENCE      ,,WESTERN,9
50,53,16,30,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
50,54,16,30,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
50,55,16,30,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1806,4,3,70,$28479.17,$1418.89,NOT A PRINCIPAL RESIDENCE,$29898.08,SOUTHEASTERN,1
50,57,16,30,$67.44,$3.36,PRINCIPAL RESIDENCE      ,,WESTERN,9
2164,12,20,140,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
2407,14,15,50,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,SOUTHWESTERN,7
1807,28,3,70,$8917.07,$444.27,PRINCIPAL RESIDENCE      ,$8749.36,,
1794,50,1,130,$5984.18,$298.14,PRINCIPAL RESIDENCE      ,$2522.68,SOUTHEASTERN,1
1799A,249,3,60,$9231.79,$459.95,PRINCIPAL RESIDENCE      ,$4176.17,,
1807,26,3,70,$8617.33,$429.33,PRINCIPAL RESIDENCE      ,$4167.15,,
1807,29,3,70,$8917.07,$444.27,PRINCIPAL RESIDENCE      ,$4378.31,,
3193A,40,15,350,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$724.02,NORTHWESTERN,6
50,72,16,30,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
1807,36,3,70,$8752.21,$436.05,PRINCIPAL RESIDENCE      ,$8576.28,,
50,74,16,30,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
50,75,16,30,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
50,76,16,30,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
3193A,42,15,350,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHWESTERN,6
50,78,16,30,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3196,25,15,350,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,NORTHWESTERN,6
50,80,16,30,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3196C,10,28,10,$2198.54,$109.54,NOT A PRINCIPAL RESIDENCE,$2589.54,NORTHWESTERN,6
3196C,25,28,10,$837.76,$41.74,NOT A PRINCIPAL RESIDENCE,$993.62,NORTHWESTERN,6
4051B,23,9,20,$2389.62,$119.06,PRINCIPAL RESIDENCE      ,$2571.52,NORTHERN,14
50,86,16,30,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2165,21,20,70,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,SOUTHWESTERN,9
2165,24,20,70,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,SOUTHWESTERN,9
50,90,16,30,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2165,28,20,70,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$395.46,SOUTHWESTERN,9
1811,62,2,50,$3722.69,$185.47,NOT A PRINCIPAL RESIDENCE,$3908.18,SOUTHEASTERN,1
1811,64,2,50,$1655.27,$82.47,NOT A PRINCIPAL RESIDENCE,$1737.76,SOUTHEASTERN,1
1810,2,2,50,$5393.69,$268.72,NOT A PRINCIPAL RESIDENCE,$2844.92,SOUTHEASTERN,1
1807,30,3,70,$8932.05,$445.01,PRINCIPAL RESIDENCE      ,$4386.17,,
1810,66,2,50,$5290.29,$263.57,NOT A PRINCIPAL RESIDENCE,$1733.12,SOUTHEASTERN,1
1811,3,2,50,$5563.06,$277.16,NOT A PRINCIPAL RESIDENCE,$2922.54,SOUTHEASTERN,1
1811,39,2,50,$10805.39,$538.35,NOT A PRINCIPAL RESIDENCE,$5656.57,SOUTHEASTERN,1
1811,54,2,50,$16178.11,$806.03,PRINCIPAL RESIDENCE      ,$7929.69,SOUTHEASTERN,1
53,2,16,20,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
53,3,16,20,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3118A,16,15,230,$2924.65,$145.71,PRINCIPAL RESIDENCE      ,$3129.41,NORTHWESTERN,6
3118B,27,15,230,$4107.10,$204.62,PRINCIPAL RESIDENCE      ,$4432.18,NORTHWESTERN,6
3118D,8,15,240,$3419.21,$170.35,PRINCIPAL RESIDENCE      ,$2328.64,NORTHWESTERN,7
53,7,16,20,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3120,44,15,240,$2738.06,$136.42,PRINCIPAL RESIDENCE      ,$1109.33,NORTHWESTERN,7
53,9,16,20,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
53,10,16,20,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
53,11,16,20,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1815,2,3,70,$37256.85,$1856.21,NOT A PRINCIPAL RESIDENCE,$39113.08,SOUTHEASTERN,1
1815,4,3,70,$64638.25,$3220.41,NOT A PRINCIPAL RESIDENCE,$67858.68,,
3123B,11,15,230,$3527.11,$175.73,PRINCIPAL RESIDENCE      ,$2843.49,NORTHWESTERN,6
1818,4,3,70,$3476.91,$173.23,PRINCIPAL RESIDENCE      ,$3405.36,,
17,39,15,140,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$553.68,WESTERN,7
53,17,16,20,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
53,19,16,20,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
53,20,16,20,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
53,21,16,20,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1818,14,3,70,$16205.09,$807.37,PRINCIPAL RESIDENCE      ,$15929.24,SOUTHEASTERN,1
63,60,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
63,61,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
17,42,15,140,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,7
1811,78,2,50,$5019.04,$250.06,PRINCIPAL RESIDENCE      ,$1286.61,SOUTHEASTERN,1
1811,79,2,50,$3008.57,$149.89,PRINCIPAL RESIDENCE      ,$1471.67,SOUTHEASTERN,1
1818,047A,3,70,$4870.67,$242.67,PRINCIPAL RESIDENCE      ,$2131.58,,
53,44,16,20,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1818,050A,3,70,$8692.27,$433.07,PRINCIPAL RESIDENCE      ,$76.70,,
53,46,16,20,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
53,47,16,20,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3123C,2,15,230,$4122.83,$205.41,PRINCIPAL RESIDENCE      ,$1816.44,NORTHWESTERN,6
3163,2,15,350,$2571.71,$128.13,NOT A PRINCIPAL RESIDENCE,$2949.26,NORTHWESTERN,6
3165,54,15,310,$1126.25,$56.11,PRINCIPAL RESIDENCE      ,$1213.09,NORTHWESTERN,6
53,51,16,20,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
53,52,16,20,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3167,8,15,310,$1126.25,$56.11,PRINCIPAL RESIDENCE      ,$1213.09,NORTHWESTERN,6
53,55,16,20,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
53,56,16,20,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
53,58,16,20,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2170A,72,20,70,$314.72,$15.68,NOT A PRINCIPAL RESIDENCE,$369.10,SOUTHWESTERN,9
53,64,16,20,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
53,65,16,20,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2170A,82,20,70,$314.72,$15.68,NOT A PRINCIPAL RESIDENCE,$369.10,SOUTHWESTERN,9
53,67,16,20,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2171,54,20,60,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$395.46,SOUTHWESTERN,9
1818,121,3,70,$8932.05,$445.01,PRINCIPAL RESIDENCE      ,$4455.98,,
19,28,15,380,$1034.08,$51.52,NOT A PRINCIPAL RESIDENCE,$1191.60,WESTERN,7
1818,049A,3,70,$8932.05,$445.01,PRINCIPAL RESIDENCE      ,$4284.48,,
1818,123,3,70,$9051.95,$450.99,PRINCIPAL RESIDENCE      ,$4433.86,,
1819,22,2,60,$5828.32,$290.38,PRINCIPAL RESIDENCE      ,$4526.90,SOUTHEASTERN,1
1819,28,2,60,$8539.41,$425.45,PRINCIPAL RESIDENCE      ,$3527.18,SOUTHEASTERN,1
1819,41,2,60,$5216.87,$259.92,PRINCIPAL RESIDENCE      ,$1853.63,SOUTHEASTERN,1
1820,22,2,60,$7540.53,$375.68,NOT A PRINCIPAL RESIDENCE,$80.59,SOUTHEASTERN,1
1820,9,2,60,$28371.27,$1413.52,NOT A PRINCIPAL RESIDENCE,$29784.80,SOUTHEASTERN,1
1820,10,2,60,$8448.73,$420.93,NOT A PRINCIPAL RESIDENCE,$8869.68,SOUTHEASTERN,1
3172,24,15,310,$562.00,$28.00,PRINCIPAL RESIDENCE      ,$584.39,NORTHWESTERN,6
3172,46,15,310,$1126.25,$56.11,PRINCIPAL RESIDENCE      ,$1213.09,NORTHWESTERN,6
0055B,61,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,62,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,63,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,64,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,65,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,66,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,67,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,68,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,72,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
3173,14,15,310,$1126.25,$56.11,NOT A PRINCIPAL RESIDENCE,$1331.94,NORTHWESTERN,6
3177,21,15,310,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,$670.16,NORTHWESTERN,6
1820,50,2,60,$5940.72,$295.98,PRINCIPAL RESIDENCE      ,$5971.72,SOUTHEASTERN,1
3177,32,15,310,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,$670.16,NORTHWESTERN,6
0055B,77,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1826,1,3,70,$35066.55,$1747.09,NOT A PRINCIPAL RESIDENCE,$36813.66,SOUTHEASTERN,1
0055B,79,16,10,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,80,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,080A,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1826,2,3,70,$15096.83,$752.16,NOT A PRINCIPAL RESIDENCE,$15849.00,SOUTHEASTERN,1
20,047G,15,80,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,WESTERN,7
1827,16,2,60,$14659.21,$730.35,NOT A PRINCIPAL RESIDENCE,$15389.58,SOUTHEASTERN,1
54,18,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
54,19,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
54,20,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
54,21,16,10,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
54,22,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
54,23,16,10,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1827,17,2,60,$20785.01,$1035.55,NOT A PRINCIPAL RESIDENCE,$21820.58,SOUTHEASTERN,1
54,25,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
54,26,16,10,,,PRINCIPAL RESIDENCE      ,,WESTERN,9
20,52,15,80,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,$1197.42,WESTERN,7
3177,33,15,310,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,NORTHWESTERN,6
1828,38,2,50,$4713.31,$234.83,NOT A PRINCIPAL RESIDENCE,$4948.16,SOUTHEASTERN,1
3205,18,15,180,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$564.72,WESTERN,7
3205,73,15,180,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$564.72,WESTERN,7
3206,15,15,180,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$564.72,WESTERN,7
3206,53,15,180,$899.20,$44.80,PRINCIPAL RESIDENCE      ,$767.39,WESTERN,7
3207,7,15,160,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,$1065.62,WESTERN,7
3208,33,15,160,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,$1065.62,WESTERN,7
3210,53,15,160,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,WESTERN,7
1828,86,2,50,$3709.20,$184.80,PRINCIPAL RESIDENCE      ,$3568.00,,
1828,19,2,50,$4499.75,$224.19,NOT A PRINCIPAL RESIDENCE,$2410.06,SOUTHEASTERN,1
2174A,9,20,70,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,SOUTHWESTERN,9
1828,23,2,50,$4606.15,$229.49,PRINCIPAL RESIDENCE      ,$1806.21,SOUTHEASTERN,1
1828,50,2,50,$9715.86,$484.06,PRINCIPAL RESIDENCE      ,$4429.04,SOUTHEASTERN,1
1828,51,2,50,$3831.33,$190.88,NOT A PRINCIPAL RESIDENCE,$4063.15,SOUTHEASTERN,1
26,18,15,80,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,$1197.42,WESTERN,7
3213,16,15,180,$251.78,$12.54,NOT A PRINCIPAL RESIDENCE,$306.38,WESTERN,7
3213,016A,15,180,$251.78,$12.54,NOT A PRINCIPAL RESIDENCE,$306.38,WESTERN,7
3227,60,15,170,$1141.98,$56.90,NOT A PRINCIPAL RESIDENCE,$1315.71,WESTERN,7
3525B,11,13,30,$3522.62,$175.50,NOT A PRINCIPAL RESIDENCE,$4035.68,NORTHERN,7
3525B,23,13,30,$4756.77,$236.99,PRINCIPAL RESIDENCE      ,$5153.44,NORTHERN,7
3525B,25,13,30,$2234.51,$111.33,NOT A PRINCIPAL RESIDENCE,$2631.68,NORTHERN,7
3525B,35,13,30,$3590.06,$178.86,PRINCIPAL RESIDENCE      ,$1645.24,NORTHERN,7
3816,12,12,130,$1686.00,$84.00,PRINCIPAL RESIDENCE      ,$1801.64,EASTERN,12
0055A,17,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3816,32,12,130,$3372.00,$168.00,PRINCIPAL RESIDENCE      ,$3607.70,EASTERN,12
0055A,31,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1830,9,2,70,$4234.49,$210.97,NOT A PRINCIPAL RESIDENCE,$2267.99,SOUTHEASTERN,1
1837,85,1,60,$5570.54,$277.54,PRINCIPAL RESIDENCE      ,$2850.84,SOUTHEASTERN,1
0055D,26,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2174A,20,20,70,$1088.03,$54.21,PRINCIPAL RESIDENCE      ,$529.16,SOUTHWESTERN,9
2174A,28,20,70,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,SOUTHWESTERN,9
2174A,75,20,70,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,SOUTHWESTERN,9
2174A,077A,20,70,$224.80,$11.20,PRINCIPAL RESIDENCE      ,$100.13,SOUTHWESTERN,9
1829,19,2,80,$10014.10,$498.92,PRINCIPAL RESIDENCE      ,$4904.30,,
1829,62,2,80,$2634.66,$131.26,PRINCIPAL RESIDENCE      ,$1323.06,SOUTHEASTERN,1
1830,16,2,70,$10089.02,$502.66,PRINCIPAL RESIDENCE      ,$4420.54,SOUTHEASTERN,1
1837,81,1,60,$5769.11,$287.43,PRINCIPAL RESIDENCE      ,$2865.11,SOUTHEASTERN,1
1837,91,1,60,$5060.99,$252.15,PRINCIPAL RESIDENCE      ,$2525.05,SOUTHEASTERN,1
1837,93,1,60,$3640.25,$181.36,PRINCIPAL RESIDENCE      ,$1838.19,SOUTHEASTERN,1
9,57,15,150,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,WESTERN,7
0055A,55,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1830,49,2,70,$4049.39,$201.75,PRINCIPAL RESIDENCE      ,$1885.00,SOUTHEASTERN,1
1831,7,2,70,$4082.37,$203.39,PRINCIPAL RESIDENCE      ,$1114.31,SOUTHEASTERN,1
3211,8,15,180,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$564.72,WESTERN,7
3211,43,15,180,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$564.72,WESTERN,7
3212,17,15,180,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$564.72,WESTERN,7
0055B,1,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
9,58,15,150,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,WESTERN,7
16,23,15,140,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,$20.24,WESTERN,7
1833,1,1,40,$16254.55,$809.84,PRINCIPAL RESIDENCE      ,$12109.94,SOUTHEASTERN,1
0055B,10,16,10,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,11,16,10,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,13,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1830,59,2,70,$3617.77,$180.24,PRINCIPAL RESIDENCE      ,$1770.22,SOUTHEASTERN,1
1831,28,2,70,$4679.59,$233.15,PRINCIPAL RESIDENCE      ,$2086.57,SOUTHEASTERN,1
1832,13,2,70,$7307.51,$364.08,PRINCIPAL RESIDENCE      ,$3234.85,SOUTHEASTERN,1
0055B,15,16,10,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1833,15,1,40,$9583.97,$477.49,NOT A PRINCIPAL RESIDENCE,$10061.48,SOUTHEASTERN,1
0055B,17,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,18,16,10,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3262C,9,15,190,$2742.56,$136.64,NOT A PRINCIPAL RESIDENCE,$3257.56,NORTHWESTERN,7
0055B,20,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,21,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,22,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3262C,15,15,190,$2560.47,$127.57,PRINCIPAL RESIDENCE      ,$2250.02,NORTHWESTERN,7
2174B,9,20,70,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,SOUTHWESTERN,9
8030I,5,28,50,$2771.78,$138.10,PRINCIPAL RESIDENCE      ,$3011.48,SOUTHWESTERN,8
3265B,1,15,190,$2353.66,$117.26,PRINCIPAL RESIDENCE      ,$2498.41,WESTERN,7
124,50,19,10,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
124,51,19,10,$170.85,$8.51,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
124,52,19,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
124,53,19,10,$179.84,$8.96,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
124,55,19,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
124,56,19,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
124,62,19,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3866,50,12,190,$3372.00,$168.00,NOT A PRINCIPAL RESIDENCE,$3540.00,,
149,48,19,30,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1833,19,1,40,$6857.91,$341.68,NOT A PRINCIPAL RESIDENCE,$3602.79,SOUTHEASTERN,1
1834,6,1,40,$8315.35,$414.29,PRINCIPAL RESIDENCE      ,$4080.98,SOUTHEASTERN,1
1834,7,1,40,$6521.45,$324.91,PRINCIPAL RESIDENCE      ,$3218.99,SOUTHEASTERN,1
1834,10,1,40,$4729.79,$235.65,PRINCIPAL RESIDENCE      ,$2359.43,SOUTHEASTERN,1
0055B,26,16,10,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,27,16,10,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,28,16,10,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,29,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,30,16,10,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
3270,11,15,170,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$564.72,WESTERN,7
3301,120H,27,200,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$17.95,NORTHWESTERN,6
3301,123,27,200,$67.44,$3.36,PRINCIPAL RESIDENCE      ,$83.64,NORTHWESTERN,6
1834,33,1,40,$4043.41,$201.45,PRINCIPAL RESIDENCE      ,$2027.38,SOUTHEASTERN,1
0055B,41,16,10,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,42,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,44,16,10,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,45,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,46,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,47,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,48,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,49,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,50,16,10,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,51,16,10,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,52,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,53,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
2175,24,20,60,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,SOUTHWESTERN,9
0055B,55,16,10,,,NOT A PRINCIPAL RESIDENCE,,,
0055B,56,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,57,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
2175,28,20,60,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,SOUTHWESTERN,9
0055B,58,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
0055B,59,16,10,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
0055B,60,16,10,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,WESTERN,9
3305,21,15,340,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,NORTHWESTERN,6
75,20,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
75,23,16,110,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
75,27,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1835,25,1,40,$3200.41,$159.45,NOT A PRINCIPAL RESIDENCE,,SOUTHEASTERN,1
2176,103,20,60,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,SOUTHWESTERN,9
75,31,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
75,32,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2176,109,20,60,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,SOUTHWESTERN,9
75,34,16,110,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
75,35,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
75,36,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
75,37,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
75,38,16,110,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
75,39,16,110,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
75,40,16,110,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
75,41,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1834,47,1,40,$6919.34,$344.74,PRINCIPAL RESIDENCE      ,$3032.14,SOUTHEASTERN,1
1835,24,1,40,$4104.85,$204.51,PRINCIPAL RESIDENCE      ,$2052.96,SOUTHEASTERN,1
3327H,48,15,320,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHERN,6
3341,15,15,320,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHERN,6
3345,15,15,330,$337.20,$16.80,PRINCIPAL RESIDENCE      ,$369.59,NORTHERN,6
163,15,20,160,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$122.62,WESTERN,9
